year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_crimil,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
2016,ALB,Albania,Eastern Europe,6.661502941,4.547243777,4.666508223,5.291751647,8.920429431,10,10,10,10,10,10,10,7.5,5,5,5,7.5,8.80680981,5,10,5,6.666666667,,,10,9.566666667,8.011111111,9.192592593,10,10,,,10,,,10,,,10,10,10,10,5,5.25,10,10,10,8.607142857,0,10,10,10,10,10,10,5,6.25,7.596280576,57,8.232352941,7.509902296,8,9,7,8,7.935563809,2.668221792,3.145461678,4.512227773,8.333333333,4.166666667,4.387444055,6.48528661,6.933499972,6.215400695,0.948717949,5.071813726,8.986454287,9.484575272,9.7436,10,9.55365739,9.626666667,9.24,8.024,8.963555556,5.574481487,9.405327776,7.489904631,10,6.306105852,4.615384615,8.296923099,6.406137855,8.21489951,5,7.295686921,9,7.098562307,5.566666667,5.396398703,6.234861215,8,6.299740913,10,6.916277916,6.072171528,6,9.713863752,4.050195972,7.324582113,7.074365792,6.705863193,6.906901139,7.54,34,7.568140288,48,2
2016,DZA,Algeria,Middle East & North Africa,,,,3.819566026,9.456253595,10,9.294029701,5,9.926119387,9.990149252,8.842059668,10,7.5,0,0,0,5.833333333,8.043882199,5,5,5,5,,,5,6.873333333,2.961111111,4.944814815,5,5,,,5,,,5,,,5,5,10,10,2.666666667,4,10,7.5,7.5,7.380952381,,0,5,2.5,0,0,0,0,0.833333333,5.281772109,147,2.15,7.817129014,0,7,2,4.5,3.616782254,4.186704158,4.327112635,4.689952135,4.166666667,5,4.507538039,6.626692153,6.136844953,6.737383207,0.820512821,4.690742835,6.955962198,8.339152127,8.72046,5,7.253893581,8.48,6.22,5.9176,6.872533333,4.962588947,0,2.481294473,5.563909774,3.664828738,0,1.106256413,1.590361717,4.127024824,0,5.301525853,10,5.100508618,5.566666667,3.896911542,5.958321095,6,7.755176154,1,5.029512576,3.722341458,1.777777778,9.243069793,3.765515288,8.523503188,7.029528486,5.676955998,5.268992397,4.99,159,5.135886055,155,4
2016,AGO,Angola,Sub-Saharan Africa,,,,3.451813885,8.060260239,5,10,7.5,10,10,8.5,10,10,5,5,5,8.333333333,8.297864524,0,5,10,5,,,10,8.904444444,7.455555556,8.786666667,2.5,2.5,,,2.5,,,5,,,7.5,4,10,10,2.666666667,2.5,7.5,5,7.5,6.452380952,10,10,10,10,0,0,0,10,7.5,6.111324364,117,7.6,8.886739306,0,10,9,9.5,6.496684826,1.843129164,1.974565724,2.512364187,3.333333333,4.166666667,2.302200397,5.455882288,3.016103987,4.291196631,0.846153846,2.963635116,9.385679482,4.986741972,3.054,5,5.606605364,8.993333333,7.72,4.2544,6.989244444,3.132738335,0.917159763,2.024949049,10,2.94691933,3.076923077,0.110625641,2.044822683,5.264754044,8,9.194715492,4,7.064905164,8.9,2.656197601,5.172987096,4,6.632764231,0,4.560324821,2.758427817,1.333333333,8.664627148,1.945540493,8.096775933,6.782923304,4.930271338,5.518500441,5.17,155,5.640662182,142,4
2016,ARG,Argenti,Latin America & the Caribbean,7.098483117,5.791960457,4.343929507,5.744791027,7.62297422,10,10,7.5,10,9.990877458,9.498175492,10,10,10,10,10,10,9.040383237,10,10,10,10,,,7.5,9.037777778,6.85,7.795925926,7.5,10,,,5,,,7.5,,,7.5,7.5,10,10,5.666666667,5.5,10,10,10,8.738095238,10,10,10,10,10,10,10,10,10,8.099695682,42,5.335294118,6.048930423,6,7,1,4,5.346056135,3.689690033,2.93056349,4.255994558,7.5,3.333333333,3.632871823,6.857195103,3.385785818,4.13383166,0.769230769,3.904030401,5.233264399,5.224079496,2,10,5.614335974,6.06,7.26,5.9448,6.4216,4.466581742,5.15562923,4.811105486,0,5.358169476,0.769230769,7.965046175,4.69748214,3.982546906,5,4.259461148,7,5.419820383,2.766666667,2.191898028,3.432613213,10,2.517253846,10,5.151405292,2.404211362,6.666666667,9.122356791,3.260043621,5.253410644,6.508294805,5.535830648,5.369018774,4.84,160,6.469847841,107,3
2016,ARM,Armenia,Caucasus & Central Asia,,,,5.003205353,8.808749692,10,10,7.5,9.316196301,9.93161963,9.349563186,10,5,10,10,10,8.333333333,8.830548737,5,5,10,6.666666667,,,5,8.577777778,5.088888889,6.222222222,7.5,7.5,,,5,,,5,,,7.5,6.5,10,10,3.333333333,4.25,7.5,7.5,7.5,7.154761905,7,10,10,10,10,10,10,5,8,6.912803602,84,7.264705882,7.748532262,8,5,5,5,7.003309536,3.867378632,4.197568695,5.664316813,5.833333333,5,5.196692523,9.80196309,5.714027882,7.007653713,1,5.809214965,9.078263925,9.263495878,9.746,10,9.521939951,8.866666667,8.76,8.016,8.547555556,5.922542413,8.466278563,7.194410488,10,5.10837853,5.384615385,10,6.830997972,8.143241004,10,7.306138091,10,9.10204603,5.566666667,5.766310692,6.823076407,10,9.251725385,0,6.234629858,4.552464088,6,9.846471587,4.575152278,9.319612283,6.491480816,6.797530175,7.378068688,7.57,29,7.241401801,57,2
2016,AUS,Australia,Oceania,8.439109887,7.525648148,7.364078306,7.77627878,9.623537569,10,10,10,10,9.991739227,9.998347845,10,10,10,10,10,10,9.873961805,10,10,10,10,,,10,8.288888889,8.938888889,9.075925926,10,10,,,10,,,10,,,10,10,10,10,8,7.75,10,10,10,9.392857143,7,10,10,10,10,10,10,10,9.25,9.184438453,11,4.511764706,6.664947872,10,5,5,5,6.544178144,8.766928513,5.610652765,7.998304367,10,9.166666667,6.025331188,8.205654997,8.707445463,6.790183385,1,7.919018594,8.564837584,9.500703526,9.74462,10,9.452540278,8.58,9.5,8.38,8.82,6.431714693,8.422491892,7.427103293,10,6.853331724,4.615384615,0.110625641,3.85978066,7.526720988,10,8.729073951,10,9.576357984,8.9,3.729871908,5.633807977,10,7.927854911,10,7.698589133,3.810870647,10,9.912605544,7.238899867,8.944387134,8.823020721,8.121630652,8.465525923,7.98,10,8.582219227,4,1
2016,AUT,Austria,Western Europe,8.969832378,7.872187541,7.673226526,8.171748815,9.73791214,10,10,10,10,10,10,10,10,10,10,10,10,9.91263738,10,10,10,10,,,10,8.131111111,5.644444444,7.925185185,10,10,,,10,,,10,,,10,10,10,10,7.333333333,8,10,10,10,9.333333333,10,10,10,10,10,10,10,10,10,9.246948401,8,3.744117647,3.10106205,10,4,3,3.5,5.086294924,7.650855382,5.482199589,8.092564742,10,10,6.220992578,8.10049394,8.501866658,7.194909255,1,7.915986905,8.033868574,9.875450532,9.822,10,9.432829777,9,8.96,6.8384,8.266133333,6.544708412,9.963313765,8.254011088,10,6.899639766,3.076923077,7.743794892,5.906785912,8.106732583,8,9.38704365,10,9.12901455,8.9,3.35208575,2.13862141,6,10,3,5.56511786,4.150648515,8.888888889,9.233098826,6.418890119,7.296116368,8.531578233,7.419870158,7.371334189,7.58,27,8.4134742,16,1
2016,AZE,Azerbaijan,Caucasus & Central Asia,,,,4.270861177,9.143499301,10,5.183346431,7.5,9.965839336,9.979503602,8.525737874,10,7.5,5,10,7.5,8.333333333,8.667523503,5,5,5,5,,,2.5,8.422222222,5.461111111,5.461111111,2.5,5,,,2.5,,,2.5,,,2.5,3,10,4.875900458,0.333333333,0.25,10,0,7.5,4.70846197,0,10,10,10,10,10,10,5,6.25,5.676553478,131,6.320588235,7.881207817,0,9,4,6.5,5.175449013,5.67688624,5.861118634,6.321835518,5,5.833333333,7.252962408,9.830311946,6.170494557,7.280192375,0.717948718,5.652732259,9.240397674,6.649350258,9.1642,5,7.513486983,9.033333333,8.2,6.688,7.973777778,5.961408615,7.636696029,6.799052322,10,6.226287286,4.615384615,1.438133337,4.093268413,7.216524628,5,8.403333828,9,7.467777943,8.333333333,6.136535803,7.235649427,6,7.755176154,1,6.076782453,6.071594557,6.444444444,9.837017568,5.353532672,6.959698778,7.814181339,7.080078226,6.874879541,6.49,106,6.083276739,130,4
2016,BHS,Bahamas,Latin America & the Caribbean,6.930834823,6.008696107,6.262839888,6.400790273,0,10,10,,10,10,10,,,,,,,5,10,10,,10,,,,9.444444444,6.433333333,7.938888889,,,,,,,,,,,,,10,10,8.333333333,7.25,,,,8.895833333,,10,10,10,10,10,10,,10,7.454537846,64,7.085294118,9.040503457,7,10,10,10,8.281449394,,6.7,,10,6.666666667,4.699256582,6.149350211,,,0.945945946,6.658107268,8.654100646,8.97551398,9.9308,0,6.890103656,4.5,3.36,1.8992,3.253066667,,8.105924622,8.105924622,10,,0.769230769,10,5.384615385,6.685901668,10,5.868199597,10,8.622733199,8.9,,,8,6.546424852,10,8.361606213,,5.555555556,9.166682937,,7.981672077,7.388226933,7.523034376,8.169124596,7.34,49,7.397268923,50,2
2016,BHR,Bahrain,Middle East & North Africa,,,,5.900338722,9.790481421,10,10,2.5,9.766109938,9.719331926,8.397088373,10,7.5,0,0,0,5.833333333,8.006967709,10,5,5,6.666666667,,,10,8.362222222,4.022222222,7.461481481,5,0,,,0,,,10,,,10,5,10,0,0.666666667,0.75,7.5,7.5,2.5,4.130952381,,0,0,0,10,10,10,0,3.333333333,6.136069994,114,3.688235294,9.581704339,10,10,10,10,8.317484908,6.822563012,6.231400967,7.435712815,5,7.5,4.785814418,8.855314534,7.764705817,7.28725036,0.536585366,5.265601627,9.961595769,8.215417837,9.4404,10,9.404353401,9.48,9.06,7.0296,8.5232,6.712476412,5.878712993,6.295594702,10,7.456231912,6.153846154,0.774379489,4.794819185,7.403403472,10,2.827501348,10,7.609167116,8.333333333,5.687467257,7.69570589,8,0,10,6.619417747,6.084863345,8,9.675830836,6.596744935,8.074670452,9.680534196,8.018773961,7.415786274,7.56,30,6.848034997,75,2
2016,BGD,Bangladesh,South Asia,2.333137113,3.712170787,3.353369558,3.132892486,8.998764808,5,9.916130495,5,9.844534576,9.889537725,7.930040559,10,7.5,0,0,0,5.833333333,7.587379567,5,5,5,5,,,7.5,6.088888889,4.211111111,5.933333333,5,7.5,,,7.5,,,7.5,,,7.5,7,10,9.877264139,3.666666667,3.25,7.5,7.5,7.5,7.041990115,0,0,0,0,0,10,5,0,1.25,5.302600358,146,9.455882353,9.724590355,7,8,8,8,8.545118177,3.888845443,3.418127894,5.083289942,4.166666667,3.333333333,0.941148344,3.120478515,3.75496149,4.728147587,0.794871795,3.234259181,9.489123371,9.548043615,8.8973,0,6.983616746,6.24,7.22,6.1636,6.5412,6.314549447,0.162721893,3.23863567,10,5.499794682,0,7.633169251,4.377654644,6.039372579,5,8.652250915,10,7.884083638,10,5.281895797,6.693922678,10,1.36606213,10,7.223646768,3.827479283,2.666666667,9.141428042,2.488781293,6.527180179,5.123942987,4.962579742,6.690103383,6.3,120,5.801300179,138,4
2016,BRD,Barbados,Latin America & the Caribbean,7.668770921,6.520983397,5.908107974,6.699287431,5.637136413,10,10,,10,10,10,,,,,,,7.818568207,10,10,,10,,,,9.444444444,7.544444444,8.494444444,,,,,,,,,,,,,10,10,9,7.5,,,,9.125,,10,10,10,0,0,0,,5,7.706894465,54,7.564494672,5.968941943,6,6,6,6,6.383359154,6.43016363,4.110034171,6.498498057,9.8,,3.803003329,6.174797134,7.495681957,4.895975012,0.871794872,5.756723061,6.434800471,9.203652018,9.98,0,6.404613122,8.353333333,7.86,5.6344,7.282577778,6.036763717,5.286997017,5.661880367,10,6.842255023,0,9.403179512,5.415144845,7.089900747,8,0.859,10,6.286333333,8.9,3.902928673,6.350840487,8,5.683031065,10,7.139466704,4.17781926,6.666666667,9.439918082,4.353261423,4.999638041,7.253715015,6.148503081,6.524767706,6.43,111,7.068447232,67,2
2016,BLR,Belarus,Eastern Europe,4.483688962,5.93458709,4.968498773,5.128924941,8.566134566,10,10,5,10,10,9,10,10,10,10,10,10,9.188711522,0,0,10,3.333333333,,,2.5,8.471111111,4.488888889,5.153333333,2.5,2.5,,,2.5,,,2.5,,,2.5,2.5,10,10,0.666666667,2.5,7.5,5,5,5.80952381,7,10,10,10,10,10,10,5,8,6.059028163,120,5.085294118,4.460490463,10,10,5,7.5,6.761446145,,4.2,,5,5.833333333,6.970305125,9.943302288,,,0.72972973,5.525957318,8.698423241,0,7.632683846,5,5.332776772,8.066666667,8.56,6.4864,7.704355556,,9.728995482,9.728995482,10,,0.7692,1.770010261,1.269605131,7.175739042,2,4.551855399,5,3.850618466,10,,,10,7.755176154,1,7.188794038,,5.555555556,9.833614661,,9.042633915,7.93748393,8.092322015,6.37724484,6.23,123,6.144514082,128,4
2016,BEL,Belgium,Western Europe,8.669066926,7.343871578,7.240364332,7.751100945,9.220406912,10,10,10,8.941656709,5.131620863,8.814655515,10,10,10,10,10,10,9.345020809,10,10,10,10,,,10,8.333333333,6.061111111,8.131481481,10,10,,,10,,,10,,,10,10,10,10,9,9.25,10,10,10,9.75,7,10,10,10,10,10,10,10,9.25,8.987178587,19,2.491176471,2.010415679,10,2,0,1,3.875398037,7.683749198,5.396705867,7.907517752,10,8.333333333,5.565037753,4.767009987,7.667311827,6.278735797,1,7.066600168,8.094896529,9.808966854,9.6056,10,9.377365846,9,8.96,6.8384,8.266133333,6.151283582,9.963313765,8.057298673,10,7.854413986,3.846153846,7.743794892,6.481454241,8.201221562,10,8.818197391,10,9.606065797,8.9,3.646229903,5.41886727,6,10,10,7.327516196,3.417021433,8.666666667,9.758030092,6.46940883,7.459619696,8.4755316,7.37437972,8.102653904,7.32,52,8.153589293,27,1
2016,BLZ,Belize,Latin America & the Caribbean,4.753382656,4.73776594,3.315467431,4.268872009,0,10,10,,10,10,10,,,10,10,10,10,6.666666667,10,10,,10,,,,9.593333333,8.516666667,9.055,,,,,,,,,,,,,10,10,7.333333333,6.75,,,,8.520833333,,10,10,10,10,10,10,,10,7.430863836,66,6.632643345,8.431259972,4,9,,9,7.015975829,8.027163908,4.2,7.385106292,6.4,,3.329065561,7.288231811,3.329,4.767009987,0.837837838,5.137397422,9.412644974,9.545453008,9.86,0,7.204524495,7.073333333,7.8,4.984,6.619111111,7.92269579,5.82368947,6.87319263,10,7.822641806,0,6.305661555,4.709434454,7.050434549,10,9.84382553,10,9.947941843,7.766666667,3.294443433,6.505965706,8,6.546424852,10,7.018916776,3.039406998,4.888888889,8.259834614,6.724503932,8.843606641,8.352229009,6.684745014,7.883867878,6.86,83,7.145431918,64,2
2016,BEN,Benin,Sub-Saharan Africa,,,,4.129479992,7.526894608,10,10,7.5,10,10,9.5,8.7,7.5,5,5,5,7.066666667,8.031187091,5,10,5,6.666666667,,,10,8.606666667,9.633333333,9.413333333,10,10,,,10,,,7.5,,,10,9.5,10,10,5.666666667,7.25,10,10,10,8.988095238,,10,10,10,10,10,10,10,10,7.496976295,61,7.458823529,9.771474636,4,4,3,3.5,6.182574541,3.35232695,4.098691146,4.988822142,6.3,,1.068746974,6.58160217,5.510087808,4.978126685,0.658536585,3.822761377,9.438972577,8.80256768,9.814,0,7.013885064,5.84,7.56,7.0232,6.807733333,4.270246823,5.155640889,4.712943856,10,5.217277606,0.769230769,1.770010261,2.585506212,6.02654585,10,5.46376984,10,8.48792328,6.1,4.970766307,7.986614703,8,7.5681075,1,5.937581418,3.71700128,4.222222222,9.671814288,2.790033976,9.479134063,6.973481854,6.14228128,6.85592866,5.98,134,6.738488147,90,3
2016,BTN,Bhutan,South Asia,,,,5.925574544,9.548283477,10,10,7.5,10,10,9.5,10,7.5,5,5,5,7.5,8.849427826,5,0,10,5,,,,9.426666667,5.088888889,7.257777778,,,,,,,,,,,,,10,10,4,5,,,,7.25,0,,10,10,0,0,0,5,3.75,6.600972815,96,4.447058824,9.899419951,7,9,8,8.5,7.461619694,6.159169673,5.319348177,6.705373923,9.2,,7.365354835,6.901202527,7.96943744,7.54739364,0.923076923,6.871067334,8.673922932,9.085121946,9.1246,0,6.72091122,9.673333333,5.54,4.202,6.471777778,5.36619107,9.501185608,7.433688339,10,3.942180474,0,0.331876924,1.424685799,6.332537979,5,9.296414812,9,7.765471604,10,5.335125923,6.650586128,10,10,10,8.664285342,4.7737209,2.444444444,9.574834201,5.736825228,8.470915205,9.04720725,6.674657871,7.701471606,7.02,73,6.810486407,83,3
2016,BOL,Bolivia,Latin America & the Caribbean,3.70286887,3.361330728,2.090005954,3.051401851,7.479923513,10,10,7.5,10,10,9.5,10,10,5,5,5,8.333333333,8.437752282,10,10,10,10,,,7.5,8.851111111,8.933333333,8.428148148,7.5,7.5,,,5,,,5,,,7.5,6.5,10,10,4.666666667,4.25,10,10,10,8.416666667,10,10,10,10,10,10,10,10,10,7.206770015,73,5.814705882,8.836512262,0,10,10,10,6.162804536,0.956256059,1.703646022,3.41251835,5,4.166666667,4.491576292,6.75412581,2.460317612,5.990888701,0.871794872,3.632945402,9.969644364,8.30055652,9.275,10,9.386300221,9.237933285,7.66,6.3496,7.749177762,4.917059725,3.045000262,3.981029993,10,4.038498776,4.615384615,10,6.21796113,6.987042221,8,4.892,10,7.630666667,1.1,2.013098623,5.629298853,8,,3,3.948479495,2.542555873,1.777777778,7.992014915,2.10330488,5.664340718,0,3.346665694,4.975270619,6.23,123,6.718385007,92,3
2016,BIH,Bosnia and Herzegovi,Eastern Europe,6.312217024,4.995851416,5.102172745,5.470080395,9.489854712,10,10,5,10,10,9,10,10,5,5,5,8.333333333,8.941062682,5,5,10,6.666666667,,,10,8.417777778,7.127777778,8.515185185,10,7.5,,,10,,,10,,,10,9.5,10,10,6.333333333,4.25,10,10,10,8.654761905,7,10,10,10,10,10,10,10,9.25,7.861447145,47,5.582352941,5.352167397,4,10,3,6.5,5.358630085,3.081718287,2.357058128,3.628379503,5.1,,3.79305681,7.837119866,4.37454462,5.173087915,0.871794872,4.134907779,8.806768787,9.707141922,9.749712,5,8.315905677,9.99,8.74,6.9256,8.551866667,4.742879073,9.595859387,7.16936923,10,4.658517043,3.076923077,8.518174381,5.4178715,7.784776849,10,8.683700717,10,9.561233572,5.566666667,3.885142803,7.440884113,10,7.505751282,10,7.399740811,2.48684446,5.111111111,7.798699061,3.149829626,7.739726681,5.392966822,5.27986296,7.413612448,6.6,98,7.230723572,59,2
2016,BWA,Botswa,Sub-Saharan Africa,5.333480722,6.055928442,5.535642631,5.641683932,3.984711638,10,10,10,10,10,10,10,7.5,5,5,5,7.5,7.161570546,10,10,5,8.333333333,,,,9.777777778,8.238888889,9.008333333,,,,,,,,,,,,,10,10,6,5.25,,,,7.8125,7,5,5,5,0,0,0,5,4.25,6.876334453,86,3.644117647,7.164032698,7,9,9,9,6.702037586,5.342911085,5.415025353,6.81322813,8.333333333,5.833333333,3.072296317,7.813293278,6.060113112,5.566627185,0.974358974,5.950516249,8.753210986,8.227721908,9.2462,10,9.056783223,3.76,8.48,5.592,5.944,5.636884372,9.392902984,7.514893678,10,6.393007834,5.384615385,10,7.25920774,7.679525354,8,9.57025846,9,8.85675282,10,4.776520332,6.497997443,10,3.783564734,10,7.509680418,4.30487593,6.222222222,8.455853343,4.829547882,9.190004086,8.654880824,6.942897381,7.769776873,7.43,44,7.153167226,64,2
2016,BRA,Brazil,Latin America & the Caribbean,4.965023122,5.288790786,3.701203682,4.65167253,0,10,10,10,9.998394757,10,9.999678951,10,10,5,5,5,8.333333333,6.111004095,10,10,10,10,,,5,8.157777778,9.077777778,7.411851852,10,10,,,2.5,,,2.5,,,7.5,6.5,8.55528119,10,5.333333333,4.5,10,10,10,8.341230646,0,10,10,10,10,10,10,10,7.5,6.665977406,94,4.714705882,5.786374387,4,8,4,6,5.125270067,5.175664425,3.006006082,5.518025557,6.666666667,3.333333333,3.663252449,8.354687983,4.299419323,2.80659,0.923076923,4.575175835,9.103944726,9.532096557,8.2522,5,7.972060321,8.373333333,7.3,6.112,7.261777778,3.995878697,7.0210154,5.508447048,10,5.198825598,2.307692308,8.186297457,5.230938454,7.00029082,5,3.620091628,5,4.540030543,2.233333333,1.33648634,5.20272255,6,7.126625477,3,4.149861283,1.1215657,5.111111111,7.402163386,2.906824788,4.998552164,0,3.590036191,4.093309339,5.75,144,6.207988703,123,4
2016,BRN,Brunei Darussalam,South Asia,,,,6.163383438,9.802817735,10,10,,10,10,10,,,0,0,0,0,6.600939245,10,5,,7.5,,,0,,,0,0,0,,,0,,,2.5,,,2.5,1,10,10,0.666666667,3.75,2.5,2.5,2.5,4.55952381,0,0,0,0,0,10,5,,1.666666667,4.663699718,153,0,,,10,10,10,5,5.154732068,3.52338473,5.659206708,8.333333333,8.333333333,4.171103526,4.802773258,6.560233433,7.161271572,0.794871795,5.35463823,9.498932855,5.837362927,9.85354,10,8.797458945,,9.76,8.7568,9.2584,5.185435613,2.337278107,3.76135686,10,5.130599737,6.153846154,4.314400011,5.199615301,7.05484304,,8.257152516,10,9.128576258,10,4.704936743,7.415310542,10,10,10,8.686707881,3.981527487,6.888888889,9.588238439,5.782012185,9.562695522,9.280361241,7.51395396,8.443079366,6.93,77,5.796849859,138,4
2016,BGR,Bulgaria,Eastern Europe,4.984199294,5.631896601,4.058020693,4.891372196,9.545583195,10,10,10,10,9.971940938,9.994388188,10,10,10,10,10,10,9.846657127,10,10,10,10,,,7.5,8.088888889,5.827777778,7.138888889,10,10,,,7.5,,,10,,,10,9.5,10,10,6,5.75,10,10,10,8.821428571,7,10,10,10,10,10,10,10,9.25,8.155539077,41,5.747058824,5.846511721,8,10,7,8.5,7.023392636,3.325276375,3.326449394,4.183209737,8.333333333,5,5.083931827,8.6876519,4.260773262,4.903684855,0.846153846,4.831211352,8.462607943,9.454486725,9.8403,10,9.439348667,9,8.96,6.8384,8.266133333,5.369018713,9.839054187,7.60403645,10,5.301504136,6.923076923,7.633169251,6.619250103,8.122354972,10,8.831714707,10,9.610571569,5.566666667,4.577230215,6.818470955,6,9.251725385,10,7.035682204,3.909035127,6.222222222,9.251014408,3.517540336,9.329954097,4.92217511,6.191990217,7.612747996,7.41,46,7.782769538,41,1
2016,BFA,Burki Faso,Sub-Saharan Africa,5.148741768,4.884167401,4.548815495,4.860574888,9.85202056,10,10,7.5,9.302815718,9.806933583,9.32194986,2.4,10,5,5,5,5.8,8.324656807,10,10,5,8.333333333,,,7.5,8.128888889,8.427777778,8.018888889,7.5,7.5,,,7.5,,,7.5,,,7.5,7.5,10,10,4.666666667,7,7.5,7.5,7.5,7.738095238,,10,10,10,10,10,10,10,10,7.45533967,63,3.121846414,10,2,9,4,6.5,5.405461604,1.853980189,3.594626659,4.163926422,3.333333333,5.833333333,2.139195153,4.789216241,5.077216989,4.677293378,0.871794872,3.68765653,9.902544898,8.632590243,9.9506,0,7.121433785,7.52,7.56,7.0232,7.367733333,5.486452037,3.589965546,4.538208791,10,5.572018732,0.769230769,7.190666685,4.510638729,6.604145213,10,8.026940847,9,9.008980282,6.666666667,5.150893315,7.190212066,6,7.942244808,10,7.158336143,4.330187856,4.222222222,9.114328906,3.114515862,8.937328934,6.973481854,6.115344272,7.427553566,6.05,129,6.752669835,88,3
2016,BDI,Burundi,Sub-Saharan Africa,,,,2.961469859,7.591791201,5,10,2.5,7.656177077,5.952154466,6.221666309,10,7.5,5,0,2.5,6.666666667,6.826708059,0,0,5,1.666666667,,,5,9.3,8.105555556,7.468518519,0,0,,,2.5,,,2.5,,,2.5,1.5,10,10,1.666666667,0.75,0,0,0,3.202380952,,5,10,7.5,0,0,0,10,5.833333333,4.414134427,156,5.961764706,10,2,8,5,6.5,6.115441176,2.094861268,2.993569176,3.376284838,1.7,,2.65461566,8.546312702,3.36015145,4.672147433,0.902439024,3.495487069,8.401181798,8.048301011,8.8924,5,7.585470702,8.066666667,7.44,5.1872,6.897955556,3.666236003,1.140264513,2.403250258,10,3.887162805,1.538461538,10,5.141874781,6.110770149,5,0,10,5,10,3.659567435,7.405114173,8,7.755176154,10,7.803309627,3.431640863,2.666666667,9.515832484,3.304978053,9.755414496,7.399436259,6.012328137,6.271879255,5.92,138,5.167067213,154,4
2016,KHM,Cambodia,South Asia,3.02281249,1.983626419,2.693784533,2.566741147,9.262616312,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.587538771,10,10,10,10,,,10,8.617777778,6.2,8.272592593,10,7.5,,,5,,,5,,,10,7.5,10,10,2,3.25,10,10,10,7.892857143,,10,10,10,10,10,10,5,8.333333333,7.238448286,72,9.879411765,9.712056102,2,10,10,10,7.897866967,2.700124185,3.114145796,4.658861955,6,,1.824541681,7.52818438,3.317419688,5.079974333,1,4.277906502,8.197496697,9.641029707,9.39561,10,9.308534101,8.713333333,7.76,6.4608,7.644711111,5.207586288,3.988193662,4.597889975,10,5.776210626,5.384615385,10,7.05360867,7.324052439,,10,9,9.5,6.666666667,5.465024312,5.861019293,10,6.299740913,5,6.548741864,4.053156773,4.444444444,6.021008136,3.245268663,4.990408087,8.060786521,5.135845438,7.061529101,7.17,64,7.204224143,61,2
